election_name,election_date,election_id,ocd_prop_id,calaccess_prop_id,ccdc_prop_id,prop_name,ccdc_committee_id,calaccess_committee_id,committee_name,committee_position
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,167,930207,"LABORERS POLITICAL LEAGUE EDUCATION FUND, YES ON 30",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,168,1332378,"WORKING FOR WORKING AMERICANS SPONSORED BY UNITED BROTHERHOOD OF CARPENTERS, YES ON 30",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,169,1344079,"EDUCATORS AND WORKING FAMILIES TO RESTORE CALIFORNIA, A COALITION OF EDUCATORS, COMMUNITY GROUPS, AND GRASSROOTS ORGANIZATIONS - YES ON PROP. 30",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,170,1283442,"CALIFORNIA RETIRED TEACHERS ASSOCIATION COMMITTEE, A COMMITTEE FOR PROPOSITION 30, SPONSORED BY THE CALIFORNIA RETIRED TEACHERS ASSOCIATION",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,171,1333283,"CALIFORNIANS FOR INFORMED VOTING - YES ON 30, 34, 35, 36, 37, AND 39 AND NO ON 31 AND 32 SPONSORED BY BALLOT INITIATIVE STRATEGY CENTER",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,172,1274157,"CALIFORNIA RETAILERS ASSOCIATION ISSUES COMMITTEE, A COMMITTEE TO SUPPORT PROPOSITION 30 AND PROMOTE RETAILERS' INTERESTS IN EDUCATION AND PUBLIC SAFETY",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,173,1350885,"MI FAMILIA VOTA - YES ON 30 AND 39 FOR TAX FAIRNESS AND NO ON 32 TO STOP SPECIAL EXEMPTIONS FOR CORPORATE POLITICAL SPENDING, SPONSORED BY THE CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,174,1351245,YES ON 30 - CALIFORNIANS FOR OPPORTUNITY - SPONSORED BY PICO CALIFORNIA AND PICO ACTION FUND,SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,175,1347688,"RECLAIM CALIFORNIA'S FUTURE - YES ON PROP. 30, NO ON PROP. 32",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,176,1347735,"NO ON 30 - CALIFORNIANS FOR REFORMS AND JOBS, NOT TAXES, A COALITION OF TAXPAYERS AND SMALL BUSINESSES",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,177,1344666,"PERSONAL INSURANCE FEDERATION OF CALIFORNIA ISSUES COMMITTEE, YES ON 30",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,178,941597,CALIFORNIA NURSES ASSOCIATION INITIATIVE POLITICAL ACTION COMMITTEE (YES ON 30 AND NO ON 32),SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,179,1273648,NORTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS ISSUES PAC - YES ON 30,SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,180,1351817,WORKING FAMILIES FOR OUR FUTURE AND BETTER SCHOOLS - YES ON 30. SPONSORED AND MAJOR FUNDING BY SERVICE EMPLOYEES INTERNATIONAL UNION,SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,181,1344800,CALIFORNIA CALLS ACTION FUND: A COALITION OF SOCIAL JUSTICE ORGANIZATIONS FOR PROP. 30 AND AGAINST PROP. 32,SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/3e92a550-ec2a-4592-ae3b-aeee13c70b7e,1343403,40,PROPOSITION 031 - STATE BUDGET. STATE AND LOCAL GOVERNMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,182,1333283,"CALIFORNIANS FOR INFORMED VOTING - YES ON 30, 34, 35, 36, 37, AND 39 AND NO ON 31 AND 32 SPONSORED BY BALLOT INITIATIVE STRATEGY CENTER",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/3e92a550-ec2a-4592-ae3b-aeee13c70b7e,1343403,40,PROPOSITION 031 - STATE BUDGET. STATE AND LOCAL GOVERNMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,183,1344386,"YES ON 31, TAXPAYERS FOR GOVT.  ACCOUNTABILITY, MAJOR FUNDING BY BERGGRUEN INSTITUTE TRUST & CALIFORNIANS FOR GOVT. ACCOUNTABILITY CMTE., SPON. BY CA FORWARD ACTION FUND & THINK LONG COMMITTEE FOR CA",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/3e92a550-ec2a-4592-ae3b-aeee13c70b7e,1343403,40,PROPOSITION 031 - STATE BUDGET. STATE AND LOCAL GOVERNMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,184,1310030,"CALIFORNIANS FOR GOVERNMENT ACCOUNTABILITY - YES ON 31, SPONSORED BY CALIFORNIA FORWARD ACTION FUND",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/3e92a550-ec2a-4592-ae3b-aeee13c70b7e,1343403,40,PROPOSITION 031 - STATE BUDGET. STATE AND LOCAL GOVERNMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,185,1348039,"NO ON 31, CALIFORNIANS FOR TRANSPARENT AND ACCOUNTABLE GOVERNMENT",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,202,1350977,SOUTHERN CALIFORNIA ALLIANCE OF LAW ENFORCEMENT COMMITTEE TO OPPOSE PROPOSITIONS 32 AND 34,OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,186,1337891,CALIFORNIANS AGAINST SPECIAL INTERESTS,SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,187,1351941,"UNITED FOOD AND COMMERCIAL WORKERS ACTIVE BALLOT CLUB YES ON PROP. 30, NO ON PROP. 32 COMMITTEE",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,188,1348981,"STUDENTS AND FAMILIES OF CALIFORNIA, YES ON 30/NO ON 32",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,189,1348995,"ASIAN PACIFIC ENVIRONMENTAL NETWORK (APEN) ACTION'S YES ON 30 & 39, NO ON 32 COMMITTEE",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,190,1349099,"YES ON 30 TO SAVE OUR SCHOOLS & NO ON 32 TO STOP CAMPAIGN FINANCE LOOPHOLES FOR CORPORATE INTERESTS, SPONSORED BY GOOD JOBS SAFE COMMUNITIES LA",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,191,1270683,"SMALL BUSINESS ACTION COMMITTEE PAC, NO ON 30/YES ON 32, CITIZENS FOR REFORMING SACRAMENTO",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,192,1333283,"CALIFORNIANS FOR INFORMED VOTING - YES ON 30, 34, 35, 36, 37, AND 39 AND NO ON 31 AND 32 SPONSORED BY BALLOT INITIATIVE STRATEGY CENTER",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,193,1289844,"WORKING CALIFORNIANS TO OPPOSE PROP. 32, A COALITION OF LABOR ORGANIZATIONS, WORKING MEN & WOMEN",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,194,1343790,"YES ON 32 - STOP SPECIAL INTEREST MONEY NOW. SUPPORTED BY SMALL BUSINESS OWNERS, FARMERS, EDUCATORS, AND TAXPAYERS",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,195,1347688,"RECLAIM CALIFORNIA'S FUTURE - YES ON PROP. 30, NO ON PROP. 32",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,196,1322497,CITIZEN POWER CAMPAIGN,SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,197,1340076,"NO ON 32, STOP CORPORATE SPECIAL EXEMPTIONS FROM CAMPAIGN FINANCE RULES, SPONSORED BY WORKING FAMILIES AND LABOR ORGANIZATIONS",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,198,1347975,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS OPPOSED TO THE SPECIAL EXEMPTIONS ACT NO ON MEASURE 32,OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,199,1336580,LOS ANGELES POLICE PROTECTIVE LEAGUE'S (LAPPL) PUBLIC SAFETY FIRST POLITICAL ACTION COMMITTEE  - NO ON 32,OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,200,941597,CALIFORNIA NURSES ASSOCIATION INITIATIVE POLITICAL ACTION COMMITTEE (YES ON 30 AND NO ON 32),OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,201,890947,"SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION POLITICAL ACTION COMMITTEE, YES ON 30 AND NO ON 32",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,203,1350885,"MI FAMILIA VOTA - YES ON 30 AND 39 FOR TAX FAIRNESS AND NO ON 32 TO STOP SPECIAL EXEMPTIONS FOR CORPORATE POLITICAL SPENDING, SPONSORED BY THE CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,204,1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,205,1351572,CALIFORNIA FUTURE FUND FOR FREE MARKETS YES ON PROPOSITION 32 WITH MAJOR FUNDING BY AMERICAN FUTURE FUND,SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,206,1344800,CALIFORNIA CALLS ACTION FUND: A COALITION OF SOCIAL JUSTICE ORGANIZATIONS FOR PROP. 30 AND AGAINST PROP. 32,OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/403cc0d7-0542-4589-ab65-ece54457a2a2,1340657,42,PROPOSITION 033 - CHANGES LAW TO ALLOW AUTO INSURANCE COMPANIES TO SET PRICES BASED ON A DRIVER'S HISTORY OF INSURANCE COVERAGE. INITIATIVE STATUTE.,207,1340976,"2012 AUTO INSURANCE DISCOUNT ACT, YES ON PROPOSITION 33, SPONSORED BY THE AMERICAN AGENTS ALLIANCE WITH SUPPORT FROM CALIFORNIA INSURANCE PROVIDERS FOR COMPETITIVE PRICES AND CONSUMER DISCOUNTS, THE",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/403cc0d7-0542-4589-ab65-ece54457a2a2,1340657,42,PROPOSITION 033 - CHANGES LAW TO ALLOW AUTO INSURANCE COMPANIES TO SET PRICES BASED ON A DRIVER'S HISTORY OF INSURANCE COVERAGE. INITIATIVE STATUTE.,208,1322520,"CONSUMER WATCHDOG CAMPAIGN TO STOP PROP 33, THE INSURANCE INDUSTRY DECEPTION, MAJOR FUNDING BY CALIFORNIA NURSES ASSOCIATION'S QUALITY HEALTH CARE COMMITTEE & CONSUMER WATCHDOG CAMPAIGN COMMITTEE",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/403cc0d7-0542-4589-ab65-ece54457a2a2,1340657,42,PROPOSITION 033 - CHANGES LAW TO ALLOW AUTO INSURANCE COMPANIES TO SET PRICES BASED ON A DRIVER'S HISTORY OF INSURANCE COVERAGE. INITIATIVE STATUTE.,209,1350907,"GREENLINING ACTION FUND FOR YES ON PROPOSITION 33, WITH MAJOR FUNDING PROVIDED BY MERCURY INSURANCE CHAIRMAN GEORGE JOSEPH",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,210,1345752,"JUSTICE CALIFORNIA, NO ON PROPOSITION 34",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,211,1333283,"CALIFORNIANS FOR INFORMED VOTING - YES ON 30, 34, 35, 36, 37, AND 39 AND NO ON 31 AND 32 SPONSORED BY BALLOT INITIATIVE STRATEGY CENTER",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,212,1344843,"A COMMITTEE IN SUPPORT OF PROPOSITION 34, SPONSORED BY ACLU OF NORTHERN CALIFORNIA",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,213,1341187,"YES ON 34, A COALITION OF JUSTICE ORGS.",SUPPORT
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,214,1345802,"NO ON 34, PUBLIC SAFETY FIRST - KEEP THE DEATH PENALTY, SPONSORED BY CALIFORNIA PUBLIC SAFETY INSTITUTE",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,215,1346266,"CALIFORNIANS FOR JUSTICE AND PUBLIC SAFETY, NO ON PROPOSITION 34",OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,216,1350977,SOUTHERN CALIFORNIA ALLIANCE OF LAW ENFORCEMENT COMMITTEE TO OPPOSE PROPOSITIONS 32 AND 34,OPPOSE
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/b295c393-d977-472b-b9d0-9a06024f26c0,1343414,44,PROPOSITION 035 - HUMAN TRAFFICKING. PENALTIES. SEX OFFENDER REGISTRATION. INITIATIVE STATUTE.,217,1346178,"SAFER CALIFORNIA FOUNDATION, VOTE YES ON 35",SUPPORT
